capteur_1_t1,capteur_2_t1,capteur_3_t1,capteur_4_t1,capteur_5_t1,capteur_6_t1,classe
607,313,272,0,0,179,Poignard
596,322,261,0,0,177,Poignard
595,336,266,0,0,182,Poignard
597,334,267,0,0,61,Poignard
609,351,266,0,0,178,Poignard
602,354,274,0,0,221,Poignard
591,347,256,0,0,235,Poignard
587,353,256,0,0,241,Poignard
578,352,257,0,0,249,Poignard
576,355,247,0,0,270,Poignard
566,368,235,0,0,285,Poignard
560,355,235,0,0,314,Poignard
549,329,237,0,0,386,Poignard
559,215,251,0,0,432,Poignard
562,185,255,0,0,456,Poignard
562,142,258,0,0,463,Poignard
560,146,260,0,0,470,Poignard
554,173,258,0,0,476,Poignard
550,176,260,0,0,479,Poignard
548,151,266,0,0,491,Poignard
557,119,277,0,0,476,Poignard
541,174,272,0,0,451,Poignard
535,193,272,0,0,461,Poignard
534,192,273,0,0,438,Poignard
532,189,281,0,0,432,Poignard
529,207,282,0,0,428,Poignard
539,214,285,0,0,464,Poignard
587,23,298,0,0,432,Poignard
583,98,271,0,0,369,Poignard
560,294,241,0,0,336,Poignard
544,320,238,0,0,307,Poignard
557,323,237,0,0,294,Poignard
564,337,237,0,0,288,Poignard
573,335,229,0,0,272,Poignard
578,322,225,0,0,240,Poignard
568,400,218,0,0,234,Poignard
573,381,227,0,0,231,Poignard
582,294,245,0,0,219,Poignard
597,261,261,0,0,225,Poignard
604,249,262,0,0,240,Poignard
602,239,281,0,0,251,Poignard
601,285,286,0,0,246,Poignard
592,206,288,0,0,247,Poignard
592,256,297,0,0,272,Poignard
623,75,331,0,0,290,Poignard
623,80,341,2,0,292,Poignard
623,135,322,0,0,272,Poignard
592,203,317,2,0,270,Poignard
582,266,304,0,0,246,Poignard
579,272,301,13,0,235,Poignard
594,217,310,25,0,240,Poignard
590,227,317,28,0,233,Poignard
570,272,306,30,0,234,Poignard
562,275,305,31,0,240,Poignard
560,279,306,34,0,245,Poignard
561,279,304,12,0,251,Poignard
564,271,307,1,0,249,Poignard
562,283,304,9,0,256,Poignard
559,297,304,13,0,257,Poignard
560,288,304,16,0,258,Poignard
556,292,300,6,0,258,Poignard
557,273,307,4,0,265,Poignard
567,238,318,17,0,289,Poignard
590,149,338,17,0,287,Poignard
568,233,327,0,0,282,Poignard
571,225,323,0,0,294,Poignard
580,179,352,0,0,324,Poignard
606,142,361,0,0,349,Poignard
623,109,365,0,0,361,Poignard
637,43,355,0,0,360,Poignard
638,0,340,0,0,348,Poignard
622,32,331,0,0,349,Poignard
627,44,326,0,0,342,Poignard
624,47,338,0,0,323,Poignard
635,48,335,0,0,320,Poignard
629,64,336,0,0,321,Poignard
629,60,342,0,0,322,Poignard
624,58,341,0,0,322,Poignard
622,59,344,0,0,330,Poignard
617,54,339,0,0,336,Poignard
615,60,343,0,0,337,Poignard
614,64,341,0,0,338,Poignard
607,63,339,0,0,342,Poignard
622,48,332,0,0,332,Poignard
592,113,351,0,0,323,Poignard
605,45,362,0,0,294,Poignard
613,37,366,0,0,291,Poignard
626,23,367,0,0,235,Poignard
586,271,333,0,0,214,Poignard
577,292,329,0,0,197,Poignard
582,272,336,0,0,144,Poignard
592,245,338,1,0,80,Poignard
602,283,346,23,0,13,Poignard
607,299,336,23,0,0,Poignard
620,245,343,28,0,0,Poignard
625,256,324,7,0,0,Poignard
626,208,330,11,0,0,Poignard
638,191,318,0,0,0,Poignard
649,181,326,0,0,0,Poignard
640,208,319,0,0,0,Poignard
623,243,304,0,0,0,Poignard
609,258,294,18,0,0,Poignard
615,269,294,18,0,0,Poignard
613,279,298,0,0,0,Poignard
621,285,306,0,0,0,Poignard
624,260,310,0,0,20,Poignard
617,259,321,0,0,90,Poignard
628,160,317,0,0,155,Poignard
623,144,321,0,0,250,Poignard
592,144,303,0,0,259,Poignard
574,256,293,0,0,270,Poignard
565,272,295,0,0,272,Poignard
566,263,303,0,0,284,Poignard
574,243,304,0,0,298,Poignard
587,193,309,0,0,272,Poignard
574,240,323,0,0,243,Poignard
576,241,336,0,0,199,Poignard
582,253,331,0,0,203,Poignard
578,262,329,0,0,219,Poignard
576,256,320,0,0,240,Poignard
569,255,320,0,0,256,Poignard
571,243,317,0,0,279,Poignard
574,228,326,0,0,309,Poignard
606,148,326,0,0,306,Poignard
603,127,333,0,0,304,Poignard
610,106,336,0,0,304,Poignard
629,0,346,0,0,326,Poignard
627,0,333,0,0,299,Poignard
610,166,304,0,0,249,Poignard
587,298,279,0,0,262,Poignard
578,307,271,0,0,96,Poignard
603,336,279,0,0,195,Poignard
592,342,273,0,0,64,Poignard
609,350,279,0,0,79,Poignard
621,359,280,0,0,112,Poignard
607,363,277,0,0,96,Poignard
601,364,276,0,0,97,Poignard
610,371,272,0,0,96,Poignard
615,370,272,0,0,35,Poignard
619,358,277,0,0,48,Poignard
628,256,295,15,0,49,Poignard
653,208,303,39,0,72,Poignard
650,194,299,45,0,65,Poignard
644,212,304,45,0,84,Poignard
635,243,299,15,0,90,Poignard
608,274,298,18,0,179,Poignard
579,272,298,0,0,183,Poignard
583,305,288,14,0,209,Poignard
573,285,297,0,0,228,Poignard
563,275,294,6,0,240,Poignard
564,281,298,0,0,252,Poignard
571,227,336,17,0,288,Poignard
600,146,326,0,0,265,Poignard
564,255,323,0,0,269,Poignard
562,271,315,0,0,276,Poignard
559,272,320,0,0,289,Poignard
560,276,320,0,0,298,Poignard
566,241,334,0,0,333,Poignard
598,153,358,0,0,336,Poignard
610,138,365,0,0,326,Poignard
604,109,361,0,0,327,Poignard
606,144,338,0,0,293,Poignard
595,160,332,0,0,272,Poignard
576,256,319,0,0,241,Poignard
582,297,303,0,0,193,Poignard
584,311,300,7,0,113,Poignard
592,320,299,18,0,43,Poignard
614,310,304,34,0,0,Poignard
613,309,305,48,0,0,Poignard
612,320,304,45,0,0,Poignard
613,285,313,34,0,0,Poignard
619,277,315,37,0,0,Poignard
625,308,291,32,0,0,Poignard
627,294,279,54,0,0,Poignard
629,304,273,55,0,0,Poignard
627,325,272,48,0,0,Poignard
625,310,270,61,0,0,Poignard
623,292,267,64,0,0,Poignard
635,277,271,70,0,0,Poignard
646,265,274,73,0,0,Poignard
647,254,274,63,0,0,Poignard
631,243,285,67,0,0,Poignard
651,257,272,54,0,0,Poignard
634,310,267,37,0,0,Poignard
624,296,272,13,0,0,Poignard
621,320,274,3,0,101,Poignard
593,320,274,0,0,112,Poignard
587,334,272,9,0,129,Poignard
575,276,290,14,0,213,Poignard
560,272,290,11,0,216,Poignard
565,207,306,11,0,261,Poignard
576,163,323,0,0,272,Poignard
589,130,341,0,0,300,Poignard
597,97,338,0,0,301,Poignard
598,128,337,0,0,310,Poignard
594,172,337,0,0,320,Poignard
599,160,334,0,0,323,Poignard
586,146,330,0,0,324,Poignard
592,156,311,0,0,327,Poignard
583,199,336,0,0,348,Poignard
592,160,357,0,0,350,Poignard
594,116,351,0,0,337,Poignard
598,107,338,0,0,305,Poignard
592,176,351,0,0,305,Poignard
600,169,343,0,0,272,Poignard
620,165,323,0,0,243,Poignard
622,0,327,0,0,208,Poignard
643,0,333,0,0,153,Poignard
656,9,330,0,0,128,Poignard
656,14,335,0,0,99,Poignard
669,16,336,0,0,22,Poignard
674,19,326,40,0,1,Poignard
671,21,320,43,0,13,Poignard
670,19,329,22,0,0,Poignard
667,22,332,22,0,15,Poignard
671,21,332,4,0,0,Poignard
665,18,336,16,0,148,Poignard
643,16,332,3,0,151,Poignard
640,19,345,0,0,163,Poignard
633,48,336,0,0,178,Poignard
633,31,337,0,0,191,Poignard
630,36,334,0,0,221,Poignard
626,37,335,0,0,211,Poignard
631,0,344,0,0,226,Poignard
640,0,349,0,0,240,Poignard
637,0,336,0,0,240,Poignard
637,71,329,0,0,191,Poignard
639,112,337,0,0,110,Poignard
671,65,345,0,0,50,Poignard
674,35,346,0,0,0,Poignard
660,109,335,0,0,0,Poignard
656,118,325,17,0,0,Poignard
656,159,317,20,0,0,Poignard
672,95,317,48,0,0,Poignard
673,187,305,38,0,0,Poignard
641,247,304,30,0,0,Poignard
640,240,304,28,0,3,Poignard
635,274,290,22,0,22,Poignard
639,223,287,25,0,91,Poignard
611,304,272,3,0,136,Poignard
583,319,276,16,0,176,Poignard
576,322,270,10,0,205,Poignard
565,309,267,5,0,247,Poignard
560,301,276,1,0,251,Poignard
557,283,294,18,0,258,Poignard
551,241,302,29,0,266,Poignard
558,226,324,38,0,290,Poignard
593,122,335,9,0,293,Poignard
613,91,345,11,0,259,Poignard
619,132,349,3,0,269,Poignard
615,146,351,0,0,240,Poignard
623,130,359,0,0,214,Poignard
625,108,355,0,0,234,Poignard
626,0,367,0,0,208,Poignard
651,0,352,0,0,185,Poignard
640,0,347,0,0,219,Poignard
638,2,351,0,0,224,Poignard
623,32,342,0,0,251,Poignard
615,17,341,0,0,285,Poignard
614,44,346,0,0,302,Poignard
606,44,339,0,0,305,Poignard
609,31,339,0,0,294,Poignard
617,18,336,0,0,283,Poignard
615,30,343,0,0,218,Poignard
623,69,336,0,0,188,Poignard
640,45,339,0,0,224,Poignard
627,38,327,16,0,193,Poignard
630,46,320,34,0,209,Poignard
629,46,322,30,0,229,Poignard
630,98,317,27,0,228,Poignard
625,161,319,29,0,237,Poignard
622,162,314,33,0,232,Poignard
592,217,316,22,0,240,Poignard
560,304,292,4,0,245,Poignard
549,296,304,13,0,246,Poignard
551,286,297,7,0,266,Poignard
548,245,302,9,0,277,Poignard
551,208,325,0,0,277,Poignard
563,215,325,0,0,275,Poignard
585,139,324,0,0,266,Poignard
621,89,334,3,0,146,Poignard
630,66,328,30,0,123,Poignard
636,80,332,16,0,150,Poignard
640,74,334,18,0,154,Poignard
638,121,336,37,0,177,Poignard
640,37,333,16,0,198,Poignard
639,8,326,0,0,206,Poignard
633,13,321,0,0,220,Poignard
630,2,327,0,0,266,Poignard
622,22,325,0,0,279,Poignard
621,26,331,0,0,272,Poignard
614,38,331,0,0,278,Poignard
615,32,334,0,0,289,Poignard
614,20,336,0,0,223,Poignard
629,43,336,0,0,220,Poignard
624,37,336,0,0,215,Poignard
623,145,322,0,0,205,Poignard
590,284,287,0,0,166,Poignard
586,306,282,0,0,166,Poignard
583,317,283,0,0,183,Poignard
579,336,285,0,0,202,Poignard
583,330,282,0,0,202,Poignard
576,320,281,0,0,198,Poignard
590,292,271,0,0,200,Poignard
588,277,272,7,0,208,Poignard
591,290,267,21,0,198,Poignard
588,270,271,46,0,174,Poignard
596,270,282,58,0,0,Poignard
636,241,259,48,0,0,Poignard
656,227,204,32,0,0,Poignard
683,195,208,37,0,0,Poignard
661,240,208,31,0,0,Poignard
656,280,205,36,0,0,Poignard
651,307,203,33,0,0,Poignard
641,291,208,29,0,0,Poignard
639,334,194,31,0,0,Poignard
629,358,202,35,0,0,Poignard
624,353,206,31,0,0,Poignard
620,367,209,30,0,0,Poignard
621,361,210,32,0,0,Poignard
609,362,209,27,0,0,Poignard
611,359,209,19,0,0,Poignard
608,342,214,25,0,0,Poignard
597,331,217,27,0,44,Poignard
596,319,222,30,0,0,Poignard
601,318,208,23,0,0,Poignard
606,327,202,32,0,0,Poignard
610,318,199,30,0,0,Poignard
614,320,195,34,0,0,Poignard
617,304,205,28,0,0,Poignard
622,279,211,38,0,0,Poignard
624,230,226,43,0,0,Poignard
653,141,240,48,0,0,Poignard
663,64,267,48,0,27,Poignard
663,53,269,39,0,47,Poignard
663,48,286,37,0,51,Poignard
658,21,285,33,0,78,Poignard
656,0,279,26,0,66,Poignard
649,18,279,15,0,48,Poignard
651,58,272,16,0,55,Poignard
654,43,267,1,0,31,Poignard
669,96,279,0,0,25,Poignard
659,176,283,0,0,9,Poignard
640,221,270,0,0,0,Poignard
630,251,264,0,0,7,Poignard
639,274,254,0,0,75,Poignard
623,268,268,0,0,128,Poignard
622,256,272,0,0,157,Poignard
632,178,289,0,0,182,Poignard
637,113,293,0,0,237,Poignard
639,62,295,0,0,240,Poignard
639,35,288,0,0,257,Poignard
638,47,293,0,0,256,Poignard
603,240,264,0,0,241,Poignard
592,253,272,0,0,237,Poignard
578,289,268,0,0,243,Poignard
576,285,263,0,0,245,Poignard
569,297,273,0,0,252,Poignard
563,298,276,0,0,254,Poignard
560,275,283,0,0,256,Poignard
559,265,292,0,0,265,Poignard
553,277,293,0,0,272,Poignard
559,272,291,0,0,263,Poignard
555,270,285,0,0,252,Poignard
560,256,274,0,0,246,Poignard
562,247,278,0,0,250,Poignard
569,236,282,0,0,229,Poignard
575,215,290,0,0,193,Poignard
592,205,290,0,0,161,Poignard
609,129,318,14,0,145,Poignard
640,77,316,11,0,80,Poignard
657,83,331,0,0,29,Poignard
675,0,335,0,0,39,Poignard
666,37,333,0,0,109,Poignard
647,29,321,0,0,223,Poignard
616,39,313,0,0,261,Poignard
606,33,316,0,0,272,Poignard
609,50,320,0,0,282,Poignard
613,41,320,0,0,279,Poignard
614,89,313,0,0,278,Poignard
597,158,295,0,0,267,Poignard
579,257,272,0,0,241,Poignard
570,302,272,0,0,176,Poignard
591,307,271,0,0,235,Poignard
576,304,255,0,0,231,Poignard
586,274,267,0,0,249,Poignard
582,248,270,0,0,262,Poignard
597,182,278,0,0,268,Poignard
612,147,304,0,0,273,Poignard
612,83,308,0,0,277,Poignard
629,44,308,0,0,273,Poignard
624,140,301,0,0,263,Poignard
622,160,298,16,0,246,Poignard
590,256,272,16,0,239,Poignard
576,297,256,7,0,240,Poignard
569,301,257,13,0,240,Poignard
567,294,269,16,0,240,Poignard
555,287,275,20,0,243,Poignard
558,283,281,26,0,249,Poignard
553,268,280,26,0,256,Poignard
554,271,275,19,0,256,Poignard
555,271,280,14,0,256,Poignard
559,273,289,4,0,251,Poignard
558,273,278,4,0,241,Poignard
562,272,279,11,0,242,Poignard
555,265,272,1,0,231,Poignard
562,272,268,9,0,191,Poignard
574,260,283,0,0,143,Poignard
583,259,273,0,0,95,Poignard
597,262,276,0,0,0,Poignard
610,231,289,0,0,0,Poignard
640,115,321,30,0,9,Poignard
656,80,327,23,0,37,Poignard
657,53,339,0,0,64,Poignard
659,64,344,3,0,89,Poignard
656,15,345,0,0,96,Poignard
646,21,327,0,0,34,Poignard
660,37,299,0,0,7,Poignard
656,64,262,0,0,0,Poignard
665,77,241,0,0,0,Poignard
672,101,249,0,0,0,Poignard
663,129,243,0,0,0,Poignard
652,133,257,0,0,0,Poignard
658,144,247,0,0,0,Poignard
666,91,272,0,0,0,Poignard
666,72,282,0,0,0,Poignard
665,91,296,0,0,16,Poignard
656,138,304,0,0,0,Poignard
640,181,287,0,0,0,Poignard
635,262,264,0,0,0,Poignard
633,283,253,0,0,0,Poignard
647,198,272,0,0,0,Poignard
673,80,267,5,0,0,Poignard
671,97,258,9,0,0,Poignard
656,170,251,29,0,0,Poignard
662,198,256,17,0,0,Poignard
640,306,235,20,0,0,Poignard
625,295,241,15,0,0,Poignard
615,342,252,16,0,0,Poignard
623,321,256,16,0,27,Poignard
604,339,257,9,0,92,Poignard
592,317,263,0,0,147,Poignard
584,314,261,0,0,210,Poignard
570,305,257,0,0,234,Poignard
560,281,272,0,0,246,Poignard
560,298,272,0,0,251,Poignard
558,298,275,0,0,259,Poignard
557,290,279,0,0,261,Poignard
557,280,282,0,0,256,Poignard
554,278,286,0,0,267,Poignard
562,210,315,0,0,305,Poignard
598,81,347,0,0,309,Poignard
594,64,345,0,0,322,Poignard
616,39,354,0,0,336,Poignard
607,48,354,0,0,334,Poignard
607,22,337,0,0,288,Poignard
610,50,333,0,0,208,Poignard
635,88,334,0,0,128,Poignard
631,149,322,0,0,154,Poignard
616,231,315,0,0,198,Poignard
595,243,303,0,0,231,Poignard
595,282,302,0,0,147,Poignard
603,322,283,0,0,109,Poignard
594,315,287,0,0,80,Poignard
601,327,288,0,0,199,Poignard
586,318,288,0,0,228,Poignard
583,320,279,0,0,192,Poignard
577,319,281,0,0,207,Poignard
592,336,302,0,0,224,Poignard
581,308,282,0,0,203,Poignard
587,315,283,0,0,192,Poignard
587,313,272,0,0,54,Poignard
614,346,280,0,0,61,Poignard
618,300,298,0,0,52,Poignard
644,222,303,0,0,56,Poignard
657,173,315,0,0,42,Poignard
662,118,304,0,0,15,Poignard
669,65,304,11,0,48,Poignard
667,74,301,8,0,53,Poignard
663,73,305,13,0,40,Poignard
664,71,302,16,0,39,Poignard
659,73,304,14,0,6,Poignard
669,83,304,14,0,13,Poignard
665,90,304,17,0,18,Poignard
666,74,305,22,0,48,Poignard
668,64,308,45,0,48,Poignard
672,32,317,17,0,51,Poignard
656,55,315,16,0,55,Poignard
656,67,309,0,0,59,Poignard
651,82,306,0,0,60,Poignard
651,149,305,0,0,78,Poignard
633,181,310,0,0,64,Poignard
630,193,305,0,0,67,Poignard
626,174,307,0,0,64,Poignard
629,194,301,0,0,48,Poignard
632,194,304,0,0,41,Poignard
631,212,304,0,0,15,Poignard
626,234,304,0,0,30,Poignard
625,232,301,0,0,34,Poignard
623,237,300,0,0,55,Poignard
613,243,302,0,0,78,Poignard
615,241,287,0,0,156,Poignard
599,254,283,0,0,140,Poignard
597,262,287,0,0,176,Poignard
590,268,277,0,0,149,Poignard
590,281,277,0,0,186,Poignard
582,277,279,0,0,153,Poignard
592,282,267,0,0,175,Poignard
586,281,256,0,0,182,Poignard
583,291,256,0,0,177,Poignard
586,284,262,0,0,128,Poignard
592,279,262,0,0,86,Poignard
608,286,259,0,0,109,Poignard
609,304,257,0,0,113,Poignard
596,325,251,0,0,80,Poignard
606,326,253,0,0,91,Poignard
604,337,256,0,0,64,Poignard
609,320,243,0,0,0,Poignard
613,353,244,0,0,17,Poignard
621,334,240,0,0,0,Poignard
615,361,243,1,0,1,Poignard
623,341,245,6,0,2,Poignard
616,343,256,0,0,18,Poignard
